metric,source,value
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,1.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,1.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Simulated,0.0
branch_switch_fraction,Observed,0.5714285714285714
